69,3,17:00:00,23:00:00,2023-04-09
70,3,17:00:00,23:00:00,2023-04-10
71,3,NULL,NULL,2023-04-11
72,3,17:00:00,23:00:00,2023-04-12
73,3,17:00:00,23:00:00,2023-04-13
74,3,17:00:00,23:00:00,2023-04-14
75,3,17:00:00,23:00:00,2023-04-15
76,3,17:00:00,23:00:00,2023-04-16
77,3,NULL,NULL,2023-04-17
78,3,NULL,NULL,2023-04-18
79,3,17:00:00,23:00:00,2023-04-19
80,3,17:00:00,23:00:00,2023-04-20
81,3,17:00:00,23:00:00,2023-04-21
82,3,17:00:00,23:00:00,2023-04-22
83,3,17:00:00,23:00:00,2023-04-23
84,3,17:00:00,23:00:00,2023-04-24
85,3,NULL,NULL,2023-04-25
86,3,17:00:00,23:00:00,2023-04-26
87,3,17:00:00,23:00:00,2023-04-27
88,3,NULL,NULL,2023-04-28
89,3,17:00:00,23:00:00,2023-04-29
90,3,17:00:00,23:00:00,2023-04-30
91,4,8:00:10,20:10:03,2023-04-01
92,4,8:00:10,20:10:03,2023-04-02
93,4,8:00:10,20:10:03,2023-04-03
94,4,NULL,NULL,2023-04-04
95,4,8:00:10,20:10:03,2023-04-05
96,4,8:00:10,20:10:03,2023-04-06
97,4,8:00:10,20:10:03,2023-04-07
98,4,8:00:10,20:10:03,2023-04-08
99,4,8:00:10,20:10:03,2023-04-09
100,4,8:00:10,20:10:03,2023-04-10
101,4,NULL,NULL,2023-04-11
102,4,8:00:10,20:10:03,2023-04-12
103,4,8:00:10,20:10:03,2023-04-13
104,4,8:00:10,20:10:03,2023-04-14
105,4,8:00:10,20:10:03,2023-04-15
106,4,NULL,20:10:03,2023-04-16
107,4,8:00:10,20:10:03,2023-04-17
108,4,NULL,NULL,2023-04-18
109,4,8:00:10,20:10:03,2023-04-19
110,4,8:00:10,NULL,2023-04-20
111,4,8:00:10,20:10:03,2023-04-21
112,4,8:00:10,20:10:03,2023-04-22
113,4,8:00:10,20:10:03,2023-04-23
114,4,8:00:10,20:10:03,2023-04-24
115,4,NULL,NULL,2023-04-25
116,4,8:00:10,20:10:03,2023-04-26
117,4,8:00:10,20:10:03,2023-04-27
118,4,8:00:10,20:10:03,2023-04-28
119,4,8:00:10,20:10:03,2023-04-29
120,4,8:00:10,20:10:03,2023-04-30
121,5,9:15:10,18:10:08,2023-04-01
122,5,NULL,NULL,2023-04-02
123,5,9:15:10,18:10:08,2023-04-03
124,5,NULL,NULL,2023-04-04
125,5,9:15:10,18:10:08,2023-04-05
126,5,9:15:10,18:10:08,2023-04-06
127,5,9:15:10,18:10:08,2023-04-07
128,5,9:15:10,18:10:08,2023-04-08
129,5,9:15:10,18:10:08,2023-04-09
130,5,9:15:10,18:10:08,2023-04-10
131,5,NULL,NULL,2023-04-11
132,5,9:15:10,18:10:08,2023-04-12
133,5,9:15:10,18:10:08,2023-04-13
134,5,9:15:10,18:10:08,2023-04-14
135,5,9:15:10,18:10:08,2023-04-15
136,5,9:15:10,18:10:08,2023-04-16
137,5,9:15:10,18:10:08,2023-04-17
138,5,NULL,NULL,2023-04-18
139,5,9:15:10,18:10:08,2023-04-19
140,5,9:15:10,18:10:08,2023-04-20
141,5,NULL,NULL,2023-04-21
142,5,9:15:10,18:10:08,2023-04-22
143,5,9:15:10,18:10:08,2023-04-23
144,5,NULL,NULL,2023-04-24
145,5,NULL,NULL,2023-04-25
146,5,9:15:10,18:10:08,2023-04-26
147,5,9:15:10,18:10:08,2023-04-27
148,5,9:15:10,18:10:08,2023-04-28
149,5,9:15:10,18:10:08,2023-04-29
150,5,9:15:10,18:10:08,2023-04-30
151,6,11:15:19,21:18:45,2023-04-01
152,6,11:15:19,21:18:45,2023-04-02
153,6,11:15:19,21:18:45,2023-04-03
154,6,NULL,NULL,2023-04-04
155,6,11:15:19,21:18:45,2023-04-05
156,6,11:15:19,21:18:45,2023-04-06
157,6,NULL,NULL,2023-04-07
158,6,11:15:19,21:18:45,2023-04-08
159,6,11:15:19,21:18:45,2023-04-09
160,6,11:15:19,21:18:45,2023-04-10
161,6,NULL,NULL,2023-04-11
162,6,11:15:19,21:18:45,2023-04-12
163,6,11:15:19,21:18:45,2023-04-13
164,6,11:15:19,21:18:45,2023-04-14
165,6,11:15:19,21:18:45,2023-04-15
166,6,11:15:19,21:18:45,2023-04-16
167,6,11:15:19,21:18:45,2023-04-17
168,6,NULL,NULL,2023-04-18
169,6,11:15:19,21:18:45,2023-04-19
170,6,11:15:19,21:18:45,2023-04-20
171,6,11:15:19,21:18:45,2023-04-21
172,6,11:15:19,21:18:45,2023-04-22
173,6,11:15:19,21:18:45,2023-04-23
174,6,11:15:19,21:18:45,2023-04-24
175,6,NULL,NULL,2023-04-25
176,6,NULL,NULL,2023-04-26
177,6,11:15:19,21:18:45,2023-04-27
178,6,11:15:19,21:18:45,2023-04-28
179,6,11:15:19,21:18:45,2023-04-29
180,6,11:15:19,21:18:45,2023-04-30
